,placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
628,223-222@8sz-wx8-wx5,,State Farm,SG_BRAND_1eeccf353a7dd8a1ad3b37c746fc6d82,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,29.546785,-98.289411,410 Pat Booker Rd,Universal City,TX,78148,US,12106586291.0,,,,,,POLYGON
629,222-225@5sb-bv7-t7q,,Urban Culture Frozen Yogurt,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,42.565369,-87.927205,9755 76th St,Pleasant Prairie,WI,53158,US,12629429000.0,,Ice Cream Shop,,2020-01,2019-07,POLYGON
630,223-223@8fc-9bh-m8v,,Northwoods Urology,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,30.189404,-95.46336,135 Vision Park Blvd,Shenandoah,TX,77384,US,12814043000.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""13:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
631,zzw-236@5z5-3rs-kvf,,Golden Design,,,Clothing Stores,Women's Clothing Stores,448120.0,34.037244,-118.255588,318 E 11th St,Los Angeles,CA,90015,US,12137473402.0,,,,2021-04,2019-07,POLYGON
632,222-222@8t2-f56-5fz,,GreenGos,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,30.384274,-97.723328,10025 Burnet Rd,Austin,TX,78758,US,15123635898.0,,"Salad,Vegetarian Food",,2020-08,2019-07,POLYGON
633,22k-222@63s-czj-rhq,,Pennsylvania Dermatology Partners,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,40.096604,-75.392896,491 Allendale Rd Ste 313,King of Prussia,PA,19406,US,16103373195.0,"{ ""Mon"": [[""10:00"", ""17:45""]], ""Tue"": [[""7:00"", ""14:45""]], ""Wed"": [], ""Thu"": [[""7:00"", ""14:45""]], ""Fri"": [[""7:00"", ""12:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
634,zzw-222@8fy-89j-2x5,,Americare School of Nursing,,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310.0,28.653411,-81.345988,7275 Estapona Cir,Fern Park,FL,32730,US,14076737406.0,,,,,2019-07,POLYGON
635,zzw-222@65y-mh2-vmk,,Applebee's,SG_BRAND_532a1ea21bbef4dbdc2cae21e89a610a,Applebee's,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,43.123761,-75.228957,300 River Rd,Utica,NY,13502,US,13157350421.0,,"Drinks,Lunch,American Food,Casual Dining,Sports Bar,Catering,Dinner",,,2021-03,POLYGON
636,224-222@5xc-kcm-52k,223-222@5xc-kcm-52k,Fmc Clackamas Kidney Center,,,Outpatient Care Centers,Kidney Dialysis Centers,621492.0,45.425062,-122.561164,13560 SE 97th Ave,Clackamas,OR,97015,US,,,,,,2019-07,POLYGON
637,23d-222@627-wdm-p5f,,Bari Pork Store,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,40.619747,-73.989209,6319 18th Ave,Brooklyn,NY,11204,US,17188379773.0,,,,,2019-07,POLYGON
638,222-222@5r7-9y4-6kz,,Gypsy Public School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,35.712742,-96.458315,30899 S 417th West Ave,Depew,OK,74028,US,19183245365.0,,,,,2019-07,POLYGON
639,229-222@8fw-27d-cbk,,Cafe Ruyi,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,25.824202,-80.208285,5300 NW 7th Ave,Miami,FL,33127,US,13057512332.0,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""22:00""]] }",Chinese Food,,,2019-07,POLYGON
640,226-223@62k-jhy-3wk,226-225@62k-jhy-3wk,T Mobile Authorized Retailer,SG_BRAND_4b82356db1a8f4a2db26dd5b7e30abba,T-Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312.0,41.883116,-71.392215,361 Dexter St,Central Falls,RI,2863,US,,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,2019-07,POLYGON
641,222-222@5pt-v6r-jsq,,Christian Bible Church,,,Religious Organizations,Religious Organizations,813110.0,40.515388,-87.897898,1202 E 200 North Rd,Cissna Park,IL,60924,US,18154572531.0,,,,,2019-07,POLYGON
642,22q-222@5vh-9p9-bp9,,Bosch Service,SG_BRAND_7a9572745ccd4fe4,Bosch Service,Automotive Repair and Maintenance,Other Automotive Mechanical and Electrical Repair and Maintenance,811118.0,37.550239,-121.992493,38623 Fremont Blvd,Fremont,CA,94536,US,,,,,,2019-07,POLYGON
643,222-222@5py-jhy-nkf,zzw-222@5py-jhy-nqz,Muscle Monkey Grill,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,38.206108,-85.578019,9565 Taylorsville Rd,Louisville,KY,40299,US,15022978807.0,,"Sandwich Shop,Brunch",,,2019-07,POLYGON
644,zzw-223@5nx-3q3-vs5,,Cedar County Veterinary Services,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940.0,42.616067,-97.268721,305 S Robinson Ave,Hartington,NE,68739,US,14022543577.0,,,,,2019-07,POLYGON
645,222-222@5s6-w7f-89z,zzw-222@5s6-w7f-89z,SJMHS Lab Patient Service Center St Joseph Mercy Brighton Lab,,,Medical and Diagnostic Laboratories,Medical Laboratories,621511.0,42.567965,-83.802802,7575 Grand River Rd Ste 104,Brighton,MI,48114,US,18108447522.0,"{ ""Mon"": [[""7:00"", ""17:30""]], ""Tue"": [[""7:00"", ""17:30""]], ""Wed"": [[""7:00"", ""17:30""]], ""Thu"": [[""7:00"", ""17:30""]], ""Fri"": [[""7:00"", ""17:30""]], ""Sat"": [[""7:00"", ""17:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
646,zzz-222@5q9-bp3-835,,Baker Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,39.673039,-105.013755,Baker Park,Englewood,CO,80110,US,,,,,,2019-07,POLYGON
647,222-222@63c-2hx-hqz,,Dave's Auto Sales,,,Automobile Dealers,Used Car Dealers,441120.0,39.608664,-80.92385,734 N 4th Ave,Paden City,WV,26159,US,13043378288.0,,,,,2019-07,POLYGON
648,22s-222@5q9-bfz-wkz,,MD Strategies,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.730063,-104.927727,842 Fairfax St,Denver,CO,80220,US,13033595805.0,,,,,2019-07,POLYGON
649,zzw-222@8gg-t3s-z4v,,The Palmettos Assisted Living,,,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,,6233.0,34.801896,-82.284997,810 E Butler Rd,Mauldin,SC,29607,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
650,224-223@5sc-dzp-jd9,,Lakefront Grille,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,43.084281,-88.264166,179 W Wisconsin Ave,Pewaukee,WI,53072,US,,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""10:00"", ""23:00""]], ""Sun"": [] }",American Food,,,2019-07,POLYGON
651,223-222@5s5-pfh-mzf,,Mr Burger,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,42.971878,-85.719827,2101 Lake Michigan Dr NW,Grand Rapids,MI,49504,US,16164536291.0,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""22:00""]], ""Sat"": [[""6:00"", ""22:00""]], ""Sun"": [] }",Burgers,,,2019-07,POLYGON
652,296-222@627-s6j-3wk,,Iglesia Metodista Libre El Remanente,,,Religious Organizations,Religious Organizations,813110.0,40.85073,-73.893676,535 E 180th St Frnt 2,Bronx,NY,10457,US,,,,,,2019-07,POLYGON
653,222-222@5vh-rd2-9xq,,California Closets,SG_BRAND_3ce1c2e6f0aa24fac09e54a74c3ea46f,California Closets,Residential Building Construction,Residential Remodelers,236118.0,37.708027,-121.001475,601 Galaxy Way,Modesto,CA,95356,US,,,,,,,POLYGON
654,223-224@5z8-f9h-66k,,Assist Home Loans,,,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310.0,35.124077,-120.576825,214 E Branch St Ste B,Arroyo Grande,CA,93420,US,18056682112.0,,,,,2019-07,POLYGON
655,zzw-222@8gm-f3s-gzf,,Magnolia Senior Living at Sharpsburg,,,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,,6233.0,33.4035,-84.663366,3700 Highway 34 E,Sharpsburg,GA,30277,US,17706834902.0,,,,,2019-07,POLYGON
656,225-223@63s-5wp-st9,,Richard Bibb Agency Goosehead Insurance,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,38.314559,-77.468711,2217 Princess Anne St,Fredericksburg,VA,22401,US,15713499069.0,,,,,2019-07,POLYGON
657,zzy-222@5yw-w4d-yd9,,Municipal Swimming Pool,,,Miscellaneous Durable Goods Merchant Wholesalers,Sporting and Recreational Goods and Supplies Merchant Wholesalers,423910.0,39.471894,-118.781875,425 W Richards St,Fallon,NV,89406,US,17754232690.0,,,,,2019-07,POLYGON
658,222-223@629-my4-f2k,24g-224@629-my4-dgk,Flaming Grill & Buffet,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,41.516605,-74.06892,1399 Route 300,Gardnertown,NY,12550,US,18455663888.0,,"Buffet,Chinese Food,Sushi",,,2019-07,POLYGON
659,224-222@5rp-9j6-pd9,,Granny's Family Restaurant,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,48.412017,-97.425542,910 W 12th St,Grafton,ND,58237,US,17013522674.0,,"Burgers,Pizza",,,2019-07,POLYGON
660,22h-222@5q9-bnx-jgk,,Deluxe Speedometer & Cable Service,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,39.674148,-105.000303,2330 S Kalamath St Unit A,Denver,CO,80223,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
661,zzw-225@5qv-x4h-jgk,,MiniLuxe Preston Center,,,Personal Care Services,Other Personal Care Services,812199.0,32.865059,-96.804871,8411 Preston Rd Ste 104,Dallas,TX,75225,US,14696467176.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }",,,,2019-07,POLYGON
662,zzw-225@628-hht-ks5,,Aji Fusion Restaurant,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,40.59977,-74.558813,1982 Washington Valley Rd,Martinsville,NJ,8836,US,17322712558.0,,"Chinese Food,Sushi,Asian Food",,2020-01,2019-07,POLYGON
663,222-222@8g8-vxg-xnq,,East Tennessee Natural Gas,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,35.511268,-84.432531,515 Liberality Rd,Madisonville,TN,37354,US,14234422240.0,,,,,2019-07,POLYGON
664,222-222@5sb-d3h-ndv,zzw-222@5sb-d3q-cwk,SC Aviation,,,Rail Transportation,Line-Haul Railroads,482111.0,42.112089,-87.89284,1120 S Milwaukee Ave Ste 4,Prospect Heights,IL,60090,US,,,,,,2019-07,POLYGON
665,zzy-222@65y-y8f-kpv,222-222@65y-y8f-j7q,Berkshire Community College,,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310.0,42.459515,-73.316426,Berkshire Community College,Pittsfield,MA,1201,US,14132361630.0,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""16:00""]], ""Fri"": [[""8:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
666,22g-222@5sc-fjb-bp9,,Discount Mobility Products,,,Individual and Family Services,Services for the Elderly and Persons with Disabilities,624120.0,43.002903,-88.015988,8230 W Lincoln Ave,West Allis,WI,53219,US,14143213500.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""10:00"", ""13:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
667,224-222@8gm-frv-6p9,222-223@8gm-frw-389,Food Depot,SG_BRAND_eacdfebc6e2f3ee,Food Depot,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,33.728943,-84.937349,664 W Bankhead Hwy Ste 1,Villa Rica,GA,30180,US,,,,,,2020-12,POLYGON
668,223-222@5pw-g96-t9z,,The Culver Coffee Company,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,41.219144,-86.417793,634 E Lake Shore Dr,Culver,IN,46511,US,15748426326.0,"{ ""Mon"": [[""6:30"", ""18:00""]], ""Tue"": [[""6:30"", ""18:00""]], ""Wed"": [[""6:30"", ""18:00""]], ""Thu"": [[""6:30"", ""18:00""]], ""Fri"": [[""6:30"", ""18:00""]], ""Sat"": [[""6:30"", ""18:00""]], ""Sun"": [[""6:30"", ""18:00""]] }",Coffee Shop,,,2019-07,POLYGON
669,222-222@3bh-zw8-nbk,,Outlaw Body & Paint,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,60.476494,-151.146189,34140 Business Park Frontage Rd,Soldotna,AK,99669,US,19072605906.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
670,zzy-222@8gp-vt5-k2k,,Theresa's Nails,,,Personal Care Services,Nail Salons,812113.0,31.215428,-81.481645,5744 Altama Ave,Brunswick,GA,31525,US,19122617211.0,,,,,2019-07,POLYGON
671,zzw-222@62k-p3k-sbk,,Manny's Auto Repairs,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,41.90842,-71.25633,2 Park St,Rehoboth,MA,2769,US,15082261330.0,"{ ""Mon"": [[""7:30"", ""18:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""18:00""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""18:00""]], ""Sat"": [[""7:30"", ""12:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
672,zzy-222@5qv-vd4-5pv,,ERO Exteriors Roofing & Outdoor Living,,,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,,6233.0,32.786696,-96.578012,308 Us 80 Frontage Rd,Sunnyvale,TX,75182,US,19722889587.0,,,,,2019-07,POLYGON
673,zzy-222@5pk-r7j-xyv,,University of Illinois Extension Greene County,,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310.0,39.309627,-90.408747,Rr 67,Carrollton,IL,62016,US,12179426996.0,,,,,2019-07,POLYGON
674,222-222@8fc-8q2-jy9,222-223@8fc-8q2-jy9,LA Fitness,SG_BRAND_8a028bda2e1a2b9bd1ad429cd59d4cfa,LA Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,29.496603,-95.065584,1220 E League City Pkwy,League City,TX,77573,US,17138935986.0,"{ ""Mon"": [[""5:00"", ""23:00""]], ""Tue"": [[""5:00"", ""23:00""]], ""Wed"": [[""5:00"", ""23:00""]], ""Thu"": [[""5:00"", ""23:00""]], ""Fri"": [[""5:00"", ""22:00""]], ""Sat"": [[""8:00"", ""19:00""]], ""Sun"": [[""8:00"", ""19:00""]] }",,,,2019-07,POLYGON
675,227-222@8fw-27k-r6k,,Lumbi Auto Repair,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,25.795902,-80.241149,2778 NW 21st Ter,Miami,FL,33142,US,13056352209.0,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:30"", ""15:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
676,222-222@8f2-hrn-z4v,,Tractor Supply Co.,SG_BRAND_974825b578ac6df2330cf472fc2d9e57,Tractor Supply Co.,Building Material and Supplies Dealers,Hardware Stores,444130.0,32.386192,-93.818836,9620 Mansfield Rd,Shreveport,LA,71118,US,13186823882.0,,,,,2019-07,POLYGON
677,zzw-226@5wf-f8d-6tv,zzw-222@5wf-f8d-6tv,A Better Massage,,,Other Personal Services,All Other Personal Services,812990.0,45.682373,-111.038164,300 N Willson Ave Ste 803H,Bozeman,MT,59715,US,14065950716.0,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
678,227-223@8gq-5bt-p7q,,Poetter Rodney PHD,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330.0,29.15798,-82.132291,3002 SE 1st Ave,Ocala,FL,34471,US,13523515522.0,,,,2020-01,2019-07,POLYGON
679,zzy-222@8tf-qxj-d9z,,DHL,SG_BRAND_53c6f3cca240d98b5e648d93115a2426,DHL,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110.0,31.78355,-106.405784,6248 Edgmere Blvd,El Paso,TX,79925,US,,,,,,2020-12,POLYGON
680,zzy-225@5qw-ss5-vpv,,Traylor Transpo,,,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110.0,32.795232,-96.658473,3939 Us Rt 80,Mesquite,TX,75150,US,14698059375.0,,,,,2019-07,POLYGON
681,zzy-222@8gp-3r9-py9,,Prestige Auto Sales,,,Automobile Dealers,Used Car Dealers,441120.0,30.289454,-81.58595,32216 Beach Blvd,Jacksonville,FL,32202,US,19047268806.0,,,,,2019-07,POLYGON
682,zzw-222@5v9-8rb-sh5,,Legends Custom Auto Detail,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,42.328965,-122.899566,439 Ross Ln N,Medford,OR,97501,US,15418620694.0,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
683,zzw-223@8tm-nr7-6ff,226-222@8tm-nr7-6x5,AAA,SG_BRAND_b1d21ba5beb3e781,AAA,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.64213,-106.012161,3517 Zafarano Dr Ste D,Santa Fe,NM,87507,US,15054716620.0,"{ ""Mon"": [[""9:00"", ""17:30""]], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""17:30""]], ""Fri"": [[""9:00"", ""17:30""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
684,zzw-222@5x4-48g-r6k,zzw-223@5x4-48g-r6k,Marshall Parent Child Center,,,Child Day Care Services,Child Day Care Services,624410.0,47.677151,-122.322656,520 NE Ravenna Blvd,Seattle,WA,98115,US,12062522462.0,,,,,2019-07,POLYGON
685,zzw-228@8fc-fhr-qpv,,House Of Kabob,,,,,,29.737214,-95.497719,6433 Westheimer Rd,Houston,TX,77057,US,17137815226.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
686,zzw-224@627-vhq-cnq,,O'Connell Chiropractic,,,Offices of Other Health Practitioners,Offices of Chiropractors,621310.0,41.011726,-74.139041,61 Crescent Ave Ste B,Waldwick,NJ,7463,US,12014441988.0,,,,,2019-07,POLYGON
687,222-222@63j-8zg-syv,,LA Fitness,SG_BRAND_8a028bda2e1a2b9bd1ad429cd59d4cfa,LA Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,39.323013,-84.434707,9282 Allen Rd,West Chester,OH,45069,US,15138954653.0,"{ ""Mon"": [[""5:00"", ""23:00""]], ""Tue"": [[""5:00"", ""23:00""]], ""Wed"": [[""5:00"", ""23:00""]], ""Thu"": [[""5:00"", ""23:00""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""8:00"", ""19:00""]], ""Sun"": [[""9:00"", ""19:00""]] }",,,2021-03,2019-07,POLYGON
688,222-222@63g-5jz-bhq,,Furnitureland South,,,Furniture Stores,Furniture Stores,442110.0,35.969491,-79.9232,5635 Riverdale Dr,Jamestown,NC,27282,US,13368223000.0,"{ ""Mon"": [[""8:30"", ""17:30""]], ""Tue"": [[""8:30"", ""17:30""]], ""Wed"": [[""8:30"", ""17:30""]], ""Thu"": [[""8:30"", ""17:30""]], ""Fri"": [[""8:30"", ""20:30""]], ""Sat"": [[""8:30"", ""17:30""]], ""Sun"": [] }",,,,2019-07,POLYGON
689,226-222@5v9-7g2-r49,,Ashland Mountain Adventures,,,Personal and Household Goods Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance,811490.0,42.182452,-122.667751,728 Jefferson Ave,Ashland,OR,97520,US,,,,,,2019-07,POLYGON
690,zzw-22r@5z9-bbn-fmk,222-22c@5z9-dmv-ty9,Vitamin World,SG_BRAND_5278bc7d62630be7b9a1427734dcba1f,Vitamin World,Health and Personal Care Stores,Food (Health) Supplement Stores,446191.0,35.162639,-114.57576,1955 S Casino Dr Ste 312,Laughlin,NV,89029,US,17022983312.0,,,,,2019-07,POLYGON
691,225-222@8t2-fmt-3wk,,Smart Flour Foods,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,30.212359,-97.742774,4020 S Industrial Dr Ste 110,Austin,TX,78744,US,15127061775.0,,"Pizza,Healthy Food",,,2019-07,POLYGON
692,223-222@627-s8m-6ff,,Alter Greenpoint,,,Clothing Stores,Women's Clothing Stores,448120.0,40.729697,-73.957381,140 Franklin St,Brooklyn,NY,11222,US,17183490203.0,"{ ""Mon"": [[""12:00"", ""20:00""]], ""Tue"": [[""12:00"", ""20:00""]], ""Wed"": [[""12:00"", ""20:00""]], ""Thu"": [[""12:00"", ""20:00""]], ""Fri"": [[""12:00"", ""20:00""]], ""Sat"": [[""12:00"", ""20:00""]], ""Sun"": [[""12:00"", ""19:00""]] }",,,,2019-07,POLYGON
693,222-222@63s-9ny-7kf,,Windsor Manor El Sch,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,39.922609,-76.588654,2110 Windsor Rd,Windsor,PA,17366,US,17172469312.0,,,,,2019-07,POLYGON
694,223-222@5s9-8ss-8d9,,Paul's Pump'n Pantry,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310.0,45.913449,-89.228188,4341 E Wall St,Eagle River,WI,54521,US,17154792999.0,,,,,2019-07,POLYGON
695,zzz-222@5vg-ths-6ff,,Cesar E Chavez Plaza,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,38.581238,-121.494088,910 I St,Sacramento,CA,95814,US,,,,,,2019-07,POLYGON
696,22d-222@5pw-6cv-dn5,,Body of Christ Mb Church,,,Religious Organizations,Religious Organizations,813110.0,41.797728,-87.684701,2410 W 53rd St,Chicago,IL,60632,US,17739258429.0,,,,,2019-07,POLYGON
697,zzw-222@5pv-b5j-rx5,,Pillowtalk Boutique,,,Clothing Stores,Women's Clothing Stores,448120.0,39.907768,-86.099652,3933 E 82nd St,Indianapolis,IN,46240,US,13175748990.0,,,,2020-01,2019-07,POLYGON
