,origin_census_block_group,date_range_start,date_range_end,device_count,distance_traveled_from_home,bucketed_distance_traveled,median_dwell_at_bucketed_distance_traveled,completely_home_device_count,median_home_dwell_time,bucketed_home_dwell_time,at_home_by_each_hour,part_time_work_behavior_devices,full_time_work_behavior_devices,destination_cbgs,delivery_behavior_devices,median_non_home_dwell_time,candidate_device_count,bucketed_away_from_home_time,median_percentage_time_home,bucketed_percentage_time_home,mean_home_dwell_time,mean_non_home_dwell_time,mean_distance_traveled_from_home
795,120990019111,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,22,1736,"{""0"":10,"">50000"":1,""2001-8000"":1,""1-1000"":2,""1001-2000"":1,""8001-16000"":1}","{"">50000"":264,""<1000"":365,""2001-8000"":97,""1001-2000"":7,""8001-16000"":5}",9,322,"{""721-1080"":2,""361-720"":1,""61-360"":1,""<60"":5,"">1080"":3}","[5,8,8,8,6,9,7,9,8,6,7,5,7,5,8,8,7,4,1,4,4,4,7,3]",1,1,"{""360930322004"":1,""120990078181"":1,""120990031011"":1,""120990019091"":2,""120990056011"":1,""120990020063"":1,""120990019111"":12,""120990019112"":2,""120990031014"":1,""120990010041"":1,""360470537002"":1,""360910625091"":1}",1,0,57,"{""<20"":13,""61-120"":6,""1321-1440"":1,""961-1080"":1,""601-660"":1}",100,"{""0-25"":7,""76-100"":11}",500,183,1736
796,120990055023,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,107,2784,"{""16001-50000"":13,""0"":49,"">50000"":5,""2001-8000"":18,""1-1000"":7,""1001-2000"":1,""8001-16000"":4}","{""16001-50000"":42,"">50000"":318,""<1000"":112,""2001-8000"":29,""1001-2000"":9,""8001-16000"":84}",47,692,"{""721-1080"":15,""361-720"":14,""61-360"":14,""<60"":20,"">1080"":32}","[59,57,59,60,58,58,52,55,47,45,40,40,41,41,43,44,54,52,50,49,49,50,55,55]",11,3,"{""120990077631"":1,""120990062011"":1,""120990067002"":1,""120990069091"":1,""120990078302"":1,""120990052032"":1,""120990054091"":1,""121090208052"":1,""120990046021"":1,""120990048121"":1,""120990055013"":1,""120990063001"":1,""120110203242"":1,""120990064012"":1,""120990056011"":1,""120990028001"":1,""120990045001"":1,""120990049021"":1,""120950149041"":1,""120990048171"":1,""120990059531"":1,""120110203141"":1,""120990053001"":1,""120990059161"":1,""120990057021"":1,""120990058082"":2,""120990069081"":1,""120990009021"":1,""120990030003"":1,""120990027004"":1,""120990069092"":1,""120990077601"":1,""120174508003"":1,""120990060102"":1,""120990034001"":1,""120990056012"":1,""120990044022"":1,""120990078372"":2,""120990002101"":1,""120990060111"":1,""120990077101"":1,""120860056003"":1,""120990058172"":1,""120990077521"":3,""120990078303"":1,""120990061001"":1,""120990058161"":1,""120990048131"":1,""120990058072"":1,""120990055011"":3,""120990061003"":1,""120990035071"":1,""120990060122"":2,""120990055022"":3,""120110204112"":1,""120990045003"":1,""120990059371"":1,""120990052022"":4,""120990070021"":1,""540939653002"":2,""120990055021"":5,""120990059152"":2,""120990059533"":1,""120990045002"":1,""120990062012"":1,""120990079121"":1,""120990078132"":1,""120990002042"":1,""120990055023"":86,""120990046013"":1,""120990014043"":1,""120990065011"":1,""120990027002"":1,""120990014021"":1,""120990065022"":1,""120110203203"":2,""120990047024"":1,""121090208011"":1,""120990023002"":1,""120990058142"":1,""120174508004"":1}",2,13,323,"{""21-45"":7,""481-540"":4,""541-600"":4,""46-60"":1,""1201-1320"":4,""301-360"":1,""<20"":53,""61-120"":5,""241-300"":5,""121-180"":3,""421-480"":4,""1321-1440"":2,""841-960"":1,""1081-1200"":1,""961-1080"":2,""601-660"":5,""181-240"":1,""661-720"":1,""361-420"":3}",97,"{""0-25"":19,""76-100"":67,""51-75"":11,""26-50"":3}",681,180,4569
797,120990069082,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,120,1969,"{""16001-50000"":16,""0"":56,"">50000"":1,""2001-8000"":15,""1-1000"":15,""1001-2000"":2,""8001-16000"":6}","{""16001-50000"":114,"">50000"":10,""<1000"":98,""2001-8000"":68,""1001-2000"":98,""8001-16000"":95}",57,516,"{""721-1080"":24,""361-720"":15,""61-360"":26,""<60"":25,"">1080"":30}","[50,58,59,57,61,63,62,58,55,52,54,50,46,44,42,43,41,45,39,46,55,58,60,65]",4,4,"{""120990005092"":1,""120990068022"":2,""120990062011"":1,""120990067002"":1,""120110503103"":2,""120990065021"":1,""120990041011"":1,""120990068011"":3,""120990054091"":1,""120990059362"":1,""120110413005"":1,""120860001341"":1,""120990069123"":1,""120110418011"":1,""120990059351"":1,""120990059172"":1,""120990075052"":1,""120990035091"":1,""120990072012"":1,""120990069081"":1,""120990029002"":1,""120990068012"":1,""120850018013"":1,""120990059361"":1,""120990077431"":1,""120110303022"":1,""120990052021"":2,""390852019001"":1,""120990059383"":2,""120990068013"":1,""120990059431"":1,""120990072033"":1,""120990069111"":1,""120950146081"":1,""120990069063"":1,""120990058072"":1,""120990069121"":1,""120990069082"":108,""120990065023"":1,""120990071001"":1,""120990027003"":1,""120990069072"":1,""120110405022"":1,""120990076101"":1,""120990052022"":1,""120990075011"":1,""120990074101"":1,""120990070021"":2,""120990077341"":1,""120990077621"":1,""120990077311"":1,""120990077352"":1,""120990069112"":2,""120990040072"":1,""120990077362"":1,""120990052031"":1,""120990069064"":2,""120990059152"":6,""120990069083"":2,""120990070091"":1,""120990022001"":1,""120990070051"":1,""120110302031"":1,""120990068021"":2,""120990077131"":3,""120990076073"":2,""120990077401"":2,""180973604041"":1,""120110107011"":1,""120990075012"":1,""120990070112"":1,""120990077304"":1,""120860001193"":1,""120990077132"":1,""120990069061"":4,""120110101041"":1,""120110108002"":1}",1,10,387,"{""21-45"":3,""481-540"":2,""541-600"":6,""46-60"":1,""721-840"":4,""1201-1320"":1,""301-360"":1,""<20"":60,""61-120"":3,""241-300"":4,""121-180"":8,""421-480"":3,""841-960"":1,""961-1080"":1,""601-660"":3,""181-240"":5,""661-720"":3,""361-420"":3}",97,"{""0-25"":20,""76-100"":72,""51-75"":16,""26-50"":8}",611,176,4316
798,121030271063,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,64,2681,"{""16001-50000"":7,""0"":14,"">50000"":3,""2001-8000"":19,""1-1000"":1,""1001-2000"":1,""8001-16000"":7}","{""16001-50000"":64,"">50000"":71,""<1000"":17,""2001-8000"":19,""1001-2000"":28,""8001-16000"":54}",18,767,"{""721-1080"":16,""361-720"":9,""61-360"":9,""<60"":9,"">1080"":21}","[37,39,39,39,39,39,46,43,38,31,31,33,27,24,28,28,27,26,22,27,28,30,36,37]",5,1,"{""121030273154"":1,""361190114004"":1,""121030236001"":1,""121030268043"":1,""121030269103"":1,""121030272073"":2,""120174517001"":1,""121030272062"":1,""121030272102"":2,""121030240023"":3,""121030268113"":1,""121030271061"":2,""121010320142"":1,""120570001011"":1,""121030269043"":3,""121030268141"":1,""120950148121"":1,""120579806001"":4,""121030271062"":2,""121030271011"":1,""121030225012"":1,""121030259002"":1,""121010320101"":1,""121030272063"":1,""121030271052"":1,""121030254132"":1,""121030272074"":1,""121030271012"":1,""121030272092"":3,""121030272071"":2,""121010321091"":1,""121030269131"":1,""121030260022"":1,""121030254071"":1,""121030273173"":1,""121030271063"":58,""121030269084"":1,""121030273091"":1,""121030268121"":1,""121030268192"":2,""121030268191"":1,""121010321063"":1,""121030263002"":1,""120869805001"":1,""121030268122"":2,""121030268131"":1,""121030260023"":1,""121030269073"":1,""121030272101"":4,""121050106042"":1,""121030273272"":1,""121030271013"":3,""121030267011"":1,""121030218004"":1,""121030269102"":2,""121030268182"":1,""121030252033"":1,""121030271064"":2,""121030272061"":1,""121030266021"":1,""121030272083"":1,""121030272043"":2,""121030254051"":2,""121030273181"":1,""121030273261"":1}",1,58,152,"{""21-45"":2,""481-540"":1,""541-600"":2,""46-60"":4,""301-360"":1,""<20"":23,""61-120"":3,""241-300"":3,""121-180"":12,""421-480"":2,""181-240"":2,""661-720"":1,""361-420"":1}",90,"{""0-25"":7,""76-100"":46,""51-75"":9,""26-50"":2}",715,141,3824
799,121113801001,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,108,558,"{""16001-50000"":5,""0"":45,"">50000"":9,""2001-8000"":13,""1-1000"":16,""1001-2000"":4,""8001-16000"":3}","{""16001-50000"":67,"">50000"":19,""<1000"":30,""2001-8000"":113,""1001-2000"":14,""8001-16000"":169}",44,391,"{""721-1080"":13,""361-720"":12,""61-360"":14,""<60"":28,"">1080"":27}","[43,42,44,45,45,46,49,43,39,42,40,41,38,39,37,38,35,34,33,37,42,36,40,42]",5,1,"{""121113809011"":2,""120990003043"":1,""121113821111"":1,""120990004062"":1,""121113805006"":1,""121113821062"":1,""120110502072"":1,""121113822001"":1,""121113806001"":2,""120850017001"":1,""121113803001"":1,""120990015004"":1,""120990058074"":1,""120110606082"":1,""120110606052"":1,""120090650011"":1,""121113804001"":2,""121113814012"":2,""120110602032"":1,""270359502042"":1,""121090202001"":1,""121090205001"":1,""121113813004"":4,""121113813003"":2,""121113814022"":1,""121113804002"":1,""120110702102"":1,""121113817011"":1,""120610509031"":1,""120990058161"":1,""120610504011"":1,""120110308021"":1,""121113813002"":1,""121113805001"":3,""121090205002"":1,""120610509032"":1,""121113802002"":2,""120990011022"":1,""120950170012"":1,""121113819001"":1,""121113808001"":2,""121113820101"":1,""121113809024"":1,""121113820094"":1,""120610502004"":1,""120990008032"":1,""120330026022"":1,""121113805004"":1,""120110603031"":1,""121113821091"":1,""130390104013"":1,""121113804004"":1,""120860018021"":1,""121113801001"":82,""121113815021"":3,""120610506012"":1,""121113803002"":1,""121113821121"":1}",1,11,335,"{""21-45"":3,""481-540"":1,""541-600"":3,""46-60"":5,""721-840"":3,""301-360"":2,""<20"":53,""61-120"":10,""241-300"":4,""121-180"":4,""421-480"":7,""841-960"":2,""1081-1200"":3,""601-660"":2,""181-240"":3,""361-420"":3}",97,"{""0-25"":20,""76-100"":58,""51-75"":9,""26-50"":7}",580,176,12239
800,121113820031,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,222,3928,"{""16001-50000"":19,""0"":83,"">50000"":29,""2001-8000"":51,""1-1000"":5,""1001-2000"":5,""8001-16000"":30}","{""16001-50000"":62,"">50000"":73,""<1000"":103,""2001-8000"":38,""1001-2000"":173,""8001-16000"":20}",84,676,"{""721-1080"":44,""361-720"":28,""61-360"":37,""<60"":49,"">1080"":55}","[128,129,125,131,123,119,119,114,105,93,90,80,85,76,70,82,86,98,104,95,105,105,112,116]",17,15,"{""120110909002"":2,""121113815033"":2,""121113821111"":1,""120850001003"":1,""121113821133"":2,""121090211031"":1,""120111007005"":1,""261158312003"":1,""120610508081"":2,""131110505004"":2,""121113821062"":1,""120850006042"":1,""360594118005"":1,""131110501001"":5,""120990001022"":1,""121113818022"":3,""120850017001"":1,""120110909001"":1,""120310147012"":1,""120850009024"":2,""121113819003"":1,""120990019091"":1,""120990009042"":1,""261614132001"":1,""121113814023"":1,""120950168021"":2,""121113807002"":5,""121113821081"":11,""121113815022"":5,""121113816023"":8,""121119800001"":2,""120090713012"":1,""131110504003"":5,""121113814012"":2,""121113821101"":4,""121113815034"":1,""120990079083"":1,""120850006061"":1,""121113820083"":6,""121113820021"":2,""120990077532"":1,""121113821061"":4,""120310028011"":1,""120950136062"":1,""121113820025"":2,""121113809021"":1,""120850010003"":4,""131110501002"":2,""121113807003"":1,""121113814022"":1,""120850003001"":8,""120990008042"":1,""120610507033"":1,""121113804002"":1,""121113822002"":2,""121113820091"":1,""121113821132"":2,""120910207002"":1,""120610509031"":1,""121113820071"":8,""120990078303"":1,""121113815023"":2,""121113820031"":185,""120850011031"":1,""121113821113"":1,""120610504011"":2,""121113818041"":2,""120610508082"":1,""261635617001"":1,""121113815031"":2,""010890112003"":1,""121113805001"":3,""120610506062"":1,""120950135071"":1,""121113802002"":1,""120990048152"":1,""120850009022"":1,""121113819001"":1,""121113808001"":3,""121113821083"":7,""131270007001"":1,""121113820101"":2,""360594100003"":2,""121113816011"":1,""120950168071"":1,""121113820061"":2,""121113820094"":2,""120110805002"":2,""120850012001"":2,""120610502004"":1,""121113821131"":1,""120990002053"":1,""120850002001"":4,""120850010001"":6,""121113821134"":6,""360594118003"":1,""120850014042"":1,""120850009012"":1,""120990002052"":1,""121113821091"":6,""121113818021"":1,""120850004003"":5,""120990019071"":1,""121113814014"":2,""120610504021"":2,""121113810002"":2,""121113814021"":3,""120850001001"":2,""470090103013"":2,""121113821114"":2,""470090102003"":2,""340230060011"":1,""121113820081"":3,""360810620001"":2,""121113809012"":1,""121113801001"":2,""120990002132"":1,""121113816012"":2,""121113819002"":2,""120990078352"":1,""121113815021"":3,""121113820102"":8,""120990009041"":1,""450130011021"":1,""120990077132"":1,""120990077052"":1,""121113820034"":3,""121113821084"":1,""121113809023"":1,""121113816033"":1}",6,39,583,"{""21-45"":12,""481-540"":7,""541-600"":8,""46-60"":1,""721-840"":2,""1201-1320"":7,""301-360"":10,""<20"":98,""61-120"":7,""241-300"":10,""121-180"":10,""421-480"":7,""1321-1440"":5,""841-960"":1,""1081-1200"":3,""961-1080"":1,""601-660"":2,""181-240"":6,""661-720"":1,""361-420"":8}",92,"{""0-25"":47,""76-100"":131,""51-75"":33,""26-50"":6}",633,232,7982
801,121270832081,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,367,2981,"{""16001-50000"":29,""0"":126,"">50000"":35,""2001-8000"":81,""1-1000"":19,""1001-2000"":6,""8001-16000"":61}","{""16001-50000"":45,"">50000"":66,""<1000"":136,""2001-8000"":33,""1001-2000"":16,""8001-16000"":33}",128,768,"{""721-1080"":79,""361-720"":43,""61-360"":40,""<60"":89,"">1080"":113}","[213,217,214,213,210,212,212,207,189,173,164,161,152,144,143,153,156,175,174,190,202,219,220,227]",32,24,"{""130670304142"":1,""121270906004"":1,""121270825032"":5,""510594328001"":1,""121270902023"":1,""121270908061"":1,""120950159012"":1,""121270825062"":12,""121270910161"":1,""121270812003"":1,""121270824151"":2,""121270832091"":3,""510411004071"":1,""482015538011"":1,""121270902021"":1,""121010323001"":1,""120950168043"":1,""360610095001"":1,""110010059001"":1,""121270925003"":1,""390852034001"":1,""121270824054"":1,""121270903032"":2,""121270823011"":16,""320030026052"":1,""121270809011"":1,""340311754023"":2,""050159501002"":1,""120310126012"":1,""130299203011"":1,""121270827031"":1,""261635837001"":1,""121270832084"":8,""120090621043"":1,""390852012004"":1,""121270903061"":1,""120111006001"":1,""511970501003"":1,""482015529001"":2,""121270826052"":1,""121270828021"":4,""120860096001"":1,""120950168021"":1,""121270820001"":1,""121270825073"":1,""121270832073"":3,""121270825112"":3,""121270830082"":1,""121270819001"":2,""121270824051"":2,""120350601032"":1,""391650312003"":1,""121270809013"":1,""121270826062"":2,""131210019002"":1,""511539013052"":1,""121270811012"":1,""121270824011"":4,""121270828022"":2,""040190041211"":1,""121270808061"":1,""121270904001"":2,""121270903042"":2,""121270832061"":1,""121270826042"":2,""482015528003"":1,""120350603011"":1,""121270903031"":1,""121270817001"":1,""121270910151"":1,""121170209032"":2,""121270825033"":5,""121270829021"":1,""121270820003"":7,""121170215041"":2,""121270827032"":1,""121270832072"":1,""511539010102"":1,""482015539003"":1,""131210119002"":1,""121270925001"":11,""121270825034"":13,""121270822013"":1,""121270832083"":5,""120860002025"":1,""121270808071"":1,""121270830051"":2,""121090211012"":1,""120950171031"":1,""261614045003"":1,""121270832052"":4,""121270827033"":3,""121270812002"":2,""121270824112"":2,""121270817005"":2,""120310023002"":1,""121170216063"":1,""120350602132"":1,""121270824052"":1,""121270824101"":20,""121270824041"":1,""121270823013"":8,""120570001021"":1,""390852007001"":1,""121270910262"":1,""121270904002"":1,""121270813002"":1,""121270816002"":2,""121270828023"":2,""121270826043"":1,""121270824012"":6,""121270908043"":1,""483119501001"":1,""121270910131"":1,""121270832071"":38,""240317008171"":1,""121270817004"":2,""340130155003"":1,""121270832082"":2,""120350602053"":1,""121270826071"":1,""121270808072"":1,""120860098083"":1,""120310121002"":1,""340297131003"":1,""121170212031"":1,""121270830091"":1,""120310122004"":1,""121270824042"":5,""121270825082"":1,""121270804003"":1,""240150312021"":1,""090053004002"":1,""390852003003"":1,""121270824102"":2,""130670304141"":1,""320030020001"":1,""121270818002"":5,""121270824103"":2,""120350602122"":2,""471550809022"":1,""130639800001"":2,""121270823012"":2,""121270801002"":3,""121270825071"":38,""121270821003"":1,""240317007231"":1,""130210134081"":1,""121270906005"":1,""121270824131"":4,""121270806002"":2,""390339745005"":1,""261635766003"":1,""120830020011"":1,""121270808041"":5,""121050121113"":1,""131210035002"":1,""121270826051"":3,""121270832051"":1,""261635930003"":1,""120310123002"":1,""120190303012"":1,""120950170161"":1,""131911103001"":1,""121270824061"":1,""121270827052"":1,""120350602131"":1,""261635918003"":1,""121170216122"":1,""121270822021"":1,""121270925002"":2,""121270832081"":322,""121270825061"":6,""261635932001"":1,""121270909022"":3,""510594159001"":1,""121270829034"":1,""421110219011"":1,""121270829023"":3,""121270824141"":7,""120111005022"":1,""121270909042"":1,""171635043031"":1,""121270825093"":3,""120090606002"":1,""261635933001"":1,""121270825072"":10,""121270827012"":1,""121270806001"":1,""120310135211"":1,""121170204021"":1,""121170201012"":1,""511539014161"":1,""121170213173"":1,""515958902004"":1,""130530201001"":1,""120190306002"":1,""121170206002"":1,""050159501001"":1,""131790103004"":1,""320030026032"":1,""121270826072"":4,""120350602071"":1,""370119302001"":2,""121270810004"":1,""121270825111"":10,""120110802001"":1,""120950148071"":1,""121270809021"":1,""120950170041"":1,""120950177021"":1,""121270910013"":1,""121270809012"":1,""121270909032"":1,""240317008172"":1,""121270801001"":4,""720757110024"":1,""121270903051"":2}",18,74,894,"{""21-45"":20,""481-540"":15,""541-600"":13,""46-60"":7,""721-840"":8,""1201-1320"":8,""301-360"":4,""<20"":144,""61-120"":34,""241-300"":20,""121-180"":24,""421-480"":11,""1321-1440"":1,""841-960"":6,""1081-1200"":2,""961-1080"":4,""601-660"":8,""181-240"":12,""661-720"":3,""361-420"":9}",90,"{""0-25"":70,""76-100"":221,""51-75"":57,""26-50"":17}",698,234,16697
802,121290102013,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,203,4817,"{""16001-50000"":52,""0"":68,"">50000"":12,""2001-8000"":45,""1-1000"":7,""1001-2000"":4,""8001-16000"":12}","{""16001-50000"":72,"">50000"":41,""<1000"":86,""2001-8000"":64,""1001-2000"":128,""8001-16000"":64}",70,696,"{""721-1080"":45,""361-720"":31,""61-360"":35,""<60"":36,"">1080"":54}","[118,121,121,119,122,124,114,106,98,81,74,69,67,69,70,80,82,99,101,103,120,126,128,133]",20,18,"{""121290102031"":7,""131850112001"":1,""120939101021"":1,""121290101003"":3,""120730024101"":2,""120730023031"":2,""120390204004"":1,""120730021043"":1,""121290102021"":7,""120730025051"":4,""120730020031"":3,""120730022012"":2,""120730004001"":1,""120730002003"":7,""121199101001"":1,""120010017012"":1,""121319504002"":1,""132859609021"":1,""120730022082"":2,""121290102022"":7,""121290102011"":44,""120730019023"":1,""120730007002"":1,""120730013003"":1,""132599504002"":1,""120730009051"":2,""132759607005"":1,""120730003022"":1,""120730011021"":1,""120730006003"":1,""120730003031"":1,""120730025091"":6,""120730003011"":1,""120730009013"":5,""120730016011"":2,""121319506033"":1,""120730012001"":2,""120910233033"":1,""120730003021"":3,""280470006003"":1,""121290102032"":8,""120730020041"":1,""120730002001"":1,""120910233041"":1,""120910233052"":1,""121290102012"":9,""120730009014"":1,""120730025053"":1,""120910203021"":1,""120652502001"":1,""120632107001"":1,""120050003004"":1,""120730026041"":3,""120632105003"":1,""120730017002"":2,""120379701002"":2,""121290102023"":2,""120990063003"":1,""120730022011"":1,""120730023041"":1,""120730020062"":1,""120730017001"":1,""120730020051"":1,""121290102033"":33,""120730025084"":2,""120730009031"":1,""120730027021"":1,""120690313012"":1,""120910220013"":1,""120730025054"":3,""120390206001"":1,""131850114022"":1,""120570133133"":1,""120330026021"":1,""120730023032"":1,""120652502002"":1,""120730018012"":1,""120330026042"":1,""120730009032"":6,""120010018113"":1,""120730018023"":4,""120730016012"":4,""121290102013"":184,""120730026031"":13,""120632110001"":1,""120730009015"":2,""120730024031"":2,""121290101004"":1,""120730009011"":1,""120730024103"":1,""120730011013"":1,""120050026031"":1,""121290102034"":2,""120730002004"":1,""120730015003"":3,""121290101001"":5,""120791102002"":1,""120730020061"":1,""132759607002"":1,""120730024162"":4,""010730107064"":1}",9,98,494,"{""21-45"":7,""481-540"":10,""541-600"":6,""46-60"":1,""721-840"":9,""301-360"":7,""<20"":81,""61-120"":12,""241-300"":8,""121-180"":7,""421-480"":7,""1321-1440"":1,""841-960"":8,""1081-1200"":4,""601-660"":4,""181-240"":12,""661-720"":3,""361-420"":11}",79,"{""0-25"":32,""76-100"":112,""51-75"":35,""26-50"":21}",682,247,18750
803,130950109002,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,37,217,"{""16001-50000"":2,""0"":13,"">50000"":3,""2001-8000"":4,""1-1000"":5,""8001-16000"":8}","{""16001-50000"":24,"">50000"":45,""<1000"":173,""2001-8000"":118,""8001-16000"":20}",15,774,"{""721-1080"":9,""361-720"":6,""61-360"":6,""<60"":3,"">1080"":12}","[23,22,24,24,23,18,26,21,21,14,17,16,15,11,15,13,13,11,13,15,20,25,23,23]",3,4,"{""132150004003"":1,""130950005011"":1,""130950001002"":1,""131210106014"":1,""130950015003"":1,""131770204022"":1,""130950109003"":1,""130950103021"":1,""130950004002"":2,""130950109002"":36,""131210106042"":1,""132759602002"":1,""130950103022"":1,""131770204021"":2,""130950001001"":1,""131770204032"":2,""131210113031"":1,""133219504004"":1,""130950109001"":1,""130950116002"":2,""130950007001"":2,""133219506001"":1,""130950104031"":2,""130950104011"":1,""130950004003"":5,""130950107003"":1,""130950005023"":2,""130950005021"":1,""130950009002"":2,""130950005012"":1,""130950010002"":2,""132050903001"":1,""132779606001"":1,""131770204023"":1,""130950002001"":2,""130950104021"":1}",3,63,103,"{""21-45"":3,""541-600"":2,""46-60"":2,""1201-1320"":1,""301-360"":1,""<20"":12,""61-120"":4,""241-300"":1,""421-480"":5,""1081-1200"":1,""601-660"":2,""181-240"":1,""661-720"":1,""361-420"":1}",92,"{""0-25"":4,""76-100"":24,""51-75"":8,""26-50"":1}",718,236,3405
804,131150004002,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,133,2474,"{""16001-50000"":6,""0"":54,"">50000"":11,""2001-8000"":35,""1-1000"":16,""1001-2000"":7,""8001-16000"":4}","{""16001-50000"":39,"">50000"":40,""<1000"":133,""2001-8000"":42,""1001-2000"":20,""8001-16000"":95}",52,844,"{""721-1080"":33,""361-720"":12,""61-360"":18,""<60"":17,"">1080"":40}","[85,93,91,89,88,87,84,80,71,63,67,64,65,60,56,58,60,64,65,73,83,81,84,86]",10,5,"{""130570910013"":1,""120690304112"":1,""131150004003"":6,""130159610001"":1,""130670302301"":1,""131150006003"":3,""132859604003"":1,""130670312083"":1,""120860001091"":1,""010199561002"":1,""131210078051"":1,""131150005001"":4,""130459111002"":1,""120830009012"":1,""131150021003"":1,""131150009001"":8,""131150013001"":6,""131150003001"":1,""130670302292"":1,""010199557011"":1,""120860001181"":2,""131150012001"":1,""131150018002"":2,""130570910033"":2,""131210095023"":1,""010199560002"":2,""131150014003"":3,""060670007001"":1,""131150013002"":13,""061130105053"":1,""131150011003"":5,""131150002013"":2,""131150004004"":10,""131210098021"":1,""130159610004"":1,""131150016001"":2,""131150016002"":1,""130670302282"":1,""061130106071"":1,""131150003002"":4,""131150013003"":9,""131210101223"":1,""131150004001"":2,""010199560003"":1,""120860001401"":2,""131150007002"":1,""131150011002"":2,""130159601022"":1,""130670305022"":1,""131150006002"":1,""130570909042"":1,""130670302261"":1,""130159604012"":2,""131150014001"":1,""131150011001"":15,""131150002021"":1,""131150012002"":1,""130759602002"":1,""131150004002"":124}",1,40,360,"{""21-45"":8,""481-540"":9,""541-600"":6,""46-60"":1,""1201-1320"":1,""301-360"":2,""<20"":60,""61-120"":3,""241-300"":4,""121-180"":6,""421-480"":1,""1321-1440"":4,""1081-1200"":2,""961-1080"":1,""601-660"":7,""181-240"":3,""661-720"":6,""361-420"":3}",91,"{""0-25"":19,""76-100"":77,""51-75"":19,""26-50"":6}",781,256,18574
805,131319503003,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,123,837,"{""16001-50000"":8,""0"":55,"">50000"":24,""2001-8000"":4,""1-1000"":12,""1001-2000"":10,""8001-16000"":6}","{""16001-50000"":36,"">50000"":125,""<1000"":66,""2001-8000"":165,""1001-2000"":66,""8001-16000"":138}",57,175,"{""721-1080"":14,""361-720"":13,""61-360"":22,""<60"":48,"">1080"":25}","[40,46,46,50,47,50,48,45,44,45,40,42,35,34,41,34,34,30,31,33,33,39,42,43]",7,3,"{""130279603001"":1,""132250401024"":2,""132759606005"":1,""320030029561"":1,""131559502006"":1,""120730025102"":1,""131319503002"":3,""132250401021"":2,""131319505001"":1,""371190058413"":1,""010010210002"":1,""130179604004"":1,""131319504003"":4,""132759605001"":1,""130879702001"":1,""120310102012"":1,""131319505004"":2,""132759608001"":1,""131030303052"":1,""131530211054"":1,""131850102022"":1,""131319504004"":3,""120950165041"":1,""131319503003"":88,""130099708001"":1,""131319505003"":8,""120959900000"":2,""130719704003"":1,""120390201021"":1,""132150103021"":1,""010730144062"":1,""130879703004"":1,""130179604001"":1,""131319503004"":1,""121050121113"":1,""130390103013"":1,""130990902004"":1,""120730018023"":1,""132759606004"":2,""130879703001"":2,""131319504002"":1,""131319505002"":3,""130879701002"":1,""133059704001"":1,""132759610001"":1,""131319503001"":1}",1,9,622,"{""21-45"":10,""481-540"":1,""541-600"":2,""46-60"":1,""721-840"":1,""301-360"":3,""<20"":69,""61-120"":8,""241-300"":1,""121-180"":3,""421-480"":1,""841-960"":4,""1081-1200"":2,""601-660"":2,""181-240"":12,""661-720"":1,""361-420"":2}",96,"{""0-25"":43,""76-100"":70,""51-75"":7,""26-50"":3}",443,119,14334
